"dsstox_substance_id","casrn","preferred_name","study_id","species","admin_route","study_type","processed","tested_status","reported_status","endpoint_id","endpoint_category","endpoint_type","endpoint_target"
DTXSID2021995,"134-62-3",DEET,822,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2021995,"134-62-3",DEET,823,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2021995,"134-62-3",DEET,823,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034286,"26172-55-4","5-Chloro-2-methyl-3(2H)-isothiazolone",829,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034286,"26172-55-4","5-Chloro-2-methyl-3(2H)-isothiazolone",829,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032638,"175013-18-0",Pyraclostrobin,837,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032638,"175013-18-0",Pyraclostrobin,837,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7032638,"175013-18-0",Pyraclostrobin,837,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032638,"175013-18-0",Pyraclostrobin,837,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8022111,"709-98-8",Propanil,846,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8022111,"709-98-8",Propanil,846,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8022111,"709-98-8",Propanil,848,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8022111,"709-98-8",Propanil,848,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024174,"78-48-8",Tribufos,855,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024174,"78-48-8",Tribufos,855,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024174,"78-48-8",Tribufos,856,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024174,"78-48-8",Tribufos,856,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,866,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,866,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,866,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,866,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,867,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,867,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,867,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032555,"103361-09-7",Flumioxazin,867,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1032519,"135158-54-2",Acibenzolar-S-methyl,880,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1032519,"135158-54-2",Acibenzolar-S-methyl,880,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1032519,"135158-54-2",Acibenzolar-S-methyl,881,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1032519,"135158-54-2",Acibenzolar-S-methyl,881,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6024177,"10265-92-6",Methamidophos,895,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6024177,"10265-92-6",Methamidophos,895,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6024177,"10265-92-6",Methamidophos,895,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6024177,"10265-92-6",Methamidophos,895,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,906,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,906,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,907,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,907,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,907,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0032601,"94361-06-5",Cyproconazole,907,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,920,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,920,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,920,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,920,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,921,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,921,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,921,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2034962,"153719-23-4",Thiamethoxam,921,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,927,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,927,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,927,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,927,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,928,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,928,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,928,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,928,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,929,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,929,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,942,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,942,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,942,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,942,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,943,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,943,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,943,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5032573,"96489-71-3",Pyridaben,943,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,949,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,949,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,949,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,949,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,951,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,951,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,951,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,951,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,952,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,952,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020791,"121-75-5",Malathion,952,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020791,"121-75-5",Malathion,952,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),972,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),972,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),972,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),972,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),973,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),973,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),973,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8025599,"6317-18-6",Methylene bis(thiocyanate),973,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0032493,"55219-65-3",Triadimenol,987,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0032493,"55219-65-3",Triadimenol,987,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0032493,"55219-65-3",Triadimenol,988,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0032493,"55219-65-3",Triadimenol,988,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3024287,"81335-77-5",Imazethapyr,995,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024287,"81335-77-5",Imazethapyr,995,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0020446,"330-54-1",Diuron,1002,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0020446,"330-54-1",Diuron,1002,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0020446,"330-54-1",Diuron,1002,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0020446,"330-54-1",Diuron,1002,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0020446,"330-54-1",Diuron,1003,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0020446,"330-54-1",Diuron,1003,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0020446,"330-54-1",Diuron,1003,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0020446,"330-54-1",Diuron,1003,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1012,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1012,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1012,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1012,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1013,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1013,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1013,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034365,"134605-64-4",Butafenacil,1013,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1025,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1025,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1025,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1025,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1027,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1027,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1029,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1029,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1029,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1029,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1030,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1030,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1030,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1030,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1031,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1031,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1031,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1024170,"24307-26-4",Mepiquat chloride,1031,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7021100,"56-38-2",Parathion,1037,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7021100,"56-38-2",Parathion,1037,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7021100,"56-38-2",Parathion,1037,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7021100,"56-38-2",Parathion,1037,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7021100,"56-38-2",Parathion,1040,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7021100,"56-38-2",Parathion,1040,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7021100,"56-38-2",Parathion,1040,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7021100,"56-38-2",Parathion,1040,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7021100,"56-38-2",Parathion,1041,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7021100,"56-38-2",Parathion,1041,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024195,"94-74-6",MCPA,1053,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024195,"94-74-6",MCPA,1053,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4024195,"94-74-6",MCPA,1053,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024195,"94-74-6",MCPA,1053,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4024195,"94-74-6",MCPA,1054,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024195,"94-74-6",MCPA,1054,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4024195,"94-74-6",MCPA,1054,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024195,"94-74-6",MCPA,1054,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID5020819,"950-37-8",Methidathion,1061,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020819,"950-37-8",Methidathion,1061,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020819,"950-37-8",Methidathion,1061,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020819,"950-37-8",Methidathion,1061,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1069,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1069,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1069,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1069,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1070,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0028038,"55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate",1070,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1085,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1085,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1086,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1086,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1086,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020794,"12427-38-2",Maneb,1086,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0024266,"29232-93-7",Pirimiphos-methyl,1094,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0024266,"29232-93-7",Pirimiphos-methyl,1094,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0024266,"29232-93-7",Pirimiphos-methyl,1094,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024266,"29232-93-7",Pirimiphos-methyl,1094,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1102,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1102,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1103,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1103,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1103,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023864,"74223-64-6",Metsulfuron-methyl,1103,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1119,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1119,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1119,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1119,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1122,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024154,"36734-19-7",Iprodione,1122,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1126,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1126,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1126,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1126,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1127,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1127,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1127,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034456,"87818-31-3",Cinmethylin,1127,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1137,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1137,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1137,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1137,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1138,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1138,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1138,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024276,"2312-35-8",Propargite,1138,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4024274,"1918-16-7",Propachlor,1149,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024274,"1918-16-7",Propachlor,1149,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4024274,"1918-16-7",Propachlor,1150,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4024274,"1918-16-7",Propachlor,1150,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1156,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1156,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1156,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1156,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1157,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1157,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1157,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020077,"2432-99-7","11-Aminoundecanoic acid",1157,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1165,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1165,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1165,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1165,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1166,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1166,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1166,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034864,"181274-15-7",Propoxycarbazone-sodium,1166,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024343,"66841-25-6",Tralomethrin,1175,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0024343,"66841-25-6",Tralomethrin,1175,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0024343,"66841-25-6",Tralomethrin,1175,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0024343,"66841-25-6",Tralomethrin,1175,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024343,"66841-25-6",Tralomethrin,1176,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
