"dsstox_substance_id","casrn","preferred_name","study_id","study_source","species","admin_route","study_type","study_type_guideline","processed","dose_start","dose_start_unit","dose_end","dose_end_unit","tested_status","reported_status","endpoint_id","endpoint_category","endpoint_type","endpoint_target"
DTXSID0024000,"1861-32-1",Chlorthal-dimethyl,1550,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0024000,"1861-32-1",Chlorthal-dimethyl,1550,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0024000,"1861-32-1",Chlorthal-dimethyl,1550,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024000,"1861-32-1",Chlorthal-dimethyl,1550,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2024086,"563-12-2",Ethion,1557,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2024086,"563-12-2",Ethion,1557,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2024086,"563-12-2",Ethion,1557,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2024086,"563-12-2",Ethion,1557,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1565,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1565,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1565,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1565,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1566,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1566,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1566,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034223,"119168-77-3",Tebufenpyrad,1566,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1580,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,364,day,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1580,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,364,day,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1582,opp_der,rat,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1582,opp_der,rat,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1582,opp_der,rat,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1582,opp_der,rat,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1583,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1583,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1583,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034722,"210631-68-8",Topramezone,1583,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034868,"94125-34-5",Prosulfuron,1597,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034868,"94125-34-5",Prosulfuron,1597,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034868,"94125-34-5",Prosulfuron,1598,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034868,"94125-34-5",Prosulfuron,1598,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1599,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,110,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1599,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,110,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1600,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,90,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1600,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,90,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1600,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,90,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020533,"123-91-1","1,4-Dioxane",1600,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,90,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1609,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1609,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1609,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1609,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1610,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1610,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1610,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7024110,"69409-94-5",Fluvalinate,1610,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1623,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1623,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1623,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1623,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1624,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020426,"99-30-9",Dicloran,1624,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1635,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,week,53,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1635,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,week,53,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1635,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,week,53,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1635,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,week,53,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1636,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1636,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,105,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1636,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034566,"155569-91-8",Emamectin benzoate,1636,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,105,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1648,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1648,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1648,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1648,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1649,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1649,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1649,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1649,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1650,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1650,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1651,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1651,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1651,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1651,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1652,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1652,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1652,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024315,"88671-89-0",Myclobutanil,1652,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1655,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1655,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1655,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1655,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1656,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024107,"59756-60-4",Fluridone,1656,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID4021395,"1582-09-8",Trifluralin,1673,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,28,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4021395,"1582-09-8",Trifluralin,1673,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,28,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1677,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1677,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1677,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1677,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1678,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1678,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1678,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1678,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1679,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1679,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020686,"58-89-9",Lindane,1679,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020686,"58-89-9",Lindane,1679,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0043719,"205650-65-3",Fipronil-desulfinyl,1681,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0043719,"205650-65-3",Fipronil-desulfinyl,1681,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0043719,"205650-65-3",Fipronil-desulfinyl,1681,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0043719,"205650-65-3",Fipronil-desulfinyl,1681,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1691,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,92,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1691,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,92,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1691,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,92,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1691,opp_der,rat,Oral,CHR,Chronic toxicity,1,0,day,92,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1695,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1695,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1695,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032613,"122-14-5",Fenitrothion,1695,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID4020458,"2921-88-2",Chlorpyrifos,1702,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020458,"2921-88-2",Chlorpyrifos,1702,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020458,"2921-88-2",Chlorpyrifos,1702,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020458,"2921-88-2",Chlorpyrifos,1702,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1705,ntp,rat,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1705,ntp,rat,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1705,ntp,rat,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1705,ntp,rat,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1706,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1706,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1706,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020401,"137-09-7","2,4-Diaminophenol dihydrochloride",1706,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,year,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID3020338,"1420-04-8",Clonitralid,1711,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3020338,"1420-04-8",Clonitralid,1711,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3020338,"1420-04-8",Clonitralid,1711,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID3020338,"1420-04-8",Clonitralid,1711,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID0020442,"94-75-7","2,4-Dichlorophenoxyacetic acid",1726,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0020442,"94-75-7","2,4-Dichlorophenoxyacetic acid",1726,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0020442,"94-75-7","2,4-Dichlorophenoxyacetic acid",1727,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0020442,"94-75-7","2,4-Dichlorophenoxyacetic acid",1727,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID9043720,"2624-17-1",Sodium cyanurate,1734,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9043720,"2624-17-1",Sodium cyanurate,1734,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9043720,"2624-17-1",Sodium cyanurate,1735,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9043720,"2624-17-1",Sodium cyanurate,1735,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1743,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1743,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1744,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1744,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1744,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032372,"119446-68-3",Difenoconazole,1744,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1747,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1747,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1747,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1747,ntp,rat,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1748,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1748,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1748,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1748,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1749,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1749,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1749,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID8021307,NOCAS_21307,Telone II,1749,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,346,systemic,pathology gross,mammary gland
